DRG,costweight_16,cost_16,costweight_17,cost_17,costweight_18,cost_18,costweight_19,cost_19,costweight_20,cost_20,ave_charge_16,ave_charge_17,ave_charge_18,ave_charge_19,ave_charge_20,private_16,paed_16,private_17,paed_17,private_18,paed_18,private_19,paed_19,private_20,paed_20
F24B,,,1.77,"9,165",1.75,"8,549",1.86,"9,353",1.92,"10,221",,,13007.99,13128.6,13502.04,,,,,,,0.45,1.68,0.42,1.71
F40A,7.76,"40,347",8.72,"45,082",10.06,"49,154",9.50,"47,750",9.90,"52,833",28238.87,29345.61,37146.26,36975.88,32356.43,0.08,1,0.13,1,0.11,1,0.13,1,0.1,1
F40B,4.38,"22,761",4.27,"22,061",4.43,"21,665",4.56,"22,931",4.69,"25,030",17381.7,12285.9,17280.81,22350.17,24197.39,0.09,1,0.13,1,0.24,1,0.15,1,0.16,1
F41A,3.00,"15,578",2.94,"15,210",3.27,"15,976",3.26,"16,375",3.16,"16,868",10411.67,10307.7,10337.92,10697.3,11383.18,0.16,1,0.15,1,0.15,1,0.16,1,0.15,1
F41B,1.58,"8,219",1.58,"8,146",1.65,"8,063",1.66,"8,356",1.64,"8,745",5953.23,6286.33,6361.28,6605.55,6568.24,0.2,1,0.16,1,0.21,1,0.22,1,0.2,1
F42A,2.45,"12,737",2.48,"12,843",2.67,"13,063",2.61,"13,107",2.67,"14,253",7594.32,7949.98,7742.5,7947.36,8330.93,0.17,1.34,0.19,1.39,0.19,1.38,0.18,1.24,0.16,1.18
F42B,0.96,"4,993",0.85,"4,380",0.93,"4,534",0.91,"4,569",0.92,"4,932",4676.64,4850.35,4359.96,4346.12,4425.33,0.26,1.47,0.28,1.97,0.32,1.97,0.28,1.96,0.29,2
F42C,,,,,,,,,,,,,,,,0.35,2,,,,,,,,
F43A,6.40,"33,269",6.80,"35,142",6.94,"33,897",6.97,"35,038",6.96,"37,104",22012.11,20080.65,23331.01,23104.58,24553.28,,,0.09,1,0.12,1,0.1,1,0.09,1
F43B,3.53,"18,343",3.51,"18,153",3.28,"16,021",3.19,"16,045",3.26,"17,403",15975.54,14361.58,15920.27,15871.09,16741.4,,,0.08,1,0.11,1,0.12,1,0.11,1
F43Z,,,,,,,,,,,,,,,,0.1,1,,,,,,,,
F60A,1.61,"8,355",1.67,"8,629",1.58,"7,700",1.54,"7,758",1.55,"8,282",3824.53,3995.39,3997.02,3974.16,3985.5,0.12,1,0.1,1,0.12,1,0.1,1,0.11,1
F60B,0.70,"3,625",0.74,"3,828",0.71,"3,491",0.64,"3,242",0.68,"3,602",2138.77,1917.34,2408.09,2916.78,2995.43,0.24,1,0.2,1,0.21,1,0.22,1,0.21,1
F61A,5.87,"30,525",7.38,"38,140",6.28,"30,678",6.37,"32,041",6.00,"32,029",18134.56,15978.39,19917.22,16297.47,18946.01,0.12,1,0.07,1,0.1,1,0.11,1,0.1,1
F61B,2.23,"11,601",3.95,"20,408",1.88,"9,192",2.19,"11,021",2.18,"11,632",9170.62,10751.86,11472.7,11016.3,5826.72,0.15,1,0.15,1,0.15,1,0.11,1,0.16,1
F61C,,,1.49,"7,726",,,,,,,,,6796.35,5029.93,,,,,,,,0.11,1,0.1,0.8
F62A,2.39,"12,423",2.36,"12,215",2.61,"12,732",2.57,"12,922",2.68,"14,319",10091.59,10248.57,10277.1,10138.24,10297.88,0.1,1,0.08,1,0.1,1,0.09,1,0.09,1
F62B,1.07,"5,548",1.04,"5,393",1.08,"5,283",1.07,"5,386",1.14,"6,059",5341.42,5795.83,5979.14,6210.37,6721.17,0.11,1.3,0.1,1,0.11,1,0.11,1,0.11,1
F62C,0.58,"3,037",0.63,"3,234",0.51,"2,481",0.52,"2,607",0.58,"3,073",2845.09,3103.63,3527.15,4177.82,4040.31,0.15,1,0.15,1,0.16,1,0.18,1,0.15,1
F63A,1.47,"7,651",1.49,"7,707",1.25,"6,106",1.13,"5,664",1.18,"6,310",5725.98,5285.76,5945.03,5991.72,5535.48,0.14,1,0.13,1,0.13,1,0.13,1,0.13,1
F63B,0.54,"2,808",0.54,"2,804",0.39,"1,894",0.36,"1,817",0.37,"1,953",2988.72,2656.49,2865.81,3229.22,3331.98,0.16,1,0.14,1,0.17,1,0.18,1,0.17,1
F64A,2.88,"14,956",3.16,"16,347",2.73,"13,317",2.78,"13,985",2.86,"15,244",12862.53,13304.69,13088.42,13711.94,13708.16,0.09,1,0.07,1,0.1,1,0.07,1,0.07,1
F64B,1.19,"6,212",1.45,"7,494",1.33,"6,499",1.34,"6,761",1.21,"6,454",8283,6972.62,8749.7,8762.95,8871.45,0.09,1,0.06,1,0.11,1,0.09,1,0.06,1
F64C,0.53,"2,731",0.58,"3,009",0.71,"3,477",0.59,"2,982",0.68,"3,637",1989.62,2772.24,2931.97,4320.59,5146.97,,,0.11,1,0.16,1,0.1,1,0.18,1
F65A,1.79,"9,311",1.87,"9,689",2.01,"9,820",1.91,"9,594",1.97,"10,517",6656.98,6646.15,7201.65,7729.76,6751.58,0.1,1,0.11,1,0.11,1,0.11,1,0.12,1
F65B,0.61,"3,170",0.66,"3,419",0.66,"3,221",0.68,"3,400",0.70,"3,729",1817.87,1889.64,2210.69,1994.07,2111.49,0.16,1,0.16,1.23,0.22,1.31,0.17,1.35,0.16,1.38
F66A,1.38,"7,159",1.37,"7,090",1.35,"6,578",1.34,"6,739",1.42,"7,594",4705.82,5046.2,5078.18,5086.63,3923.49,0.15,1,0.12,1,0.12,1,0.1,1,0.1,1
F66B,0.45,"2,362",0.46,"2,395",0.37,"1,816",0.38,"1,904",0.37,"1,998",818.97,865.87,987.06,1038.36,912.86,0.22,1,0.17,1,0.21,1,0.21,1,0.2,1
F67A,1.35,"7,006",1.32,"6,811",1.34,"6,529",1.26,"6,321",1.35,"7,196",4891.1,5231.29,5343.66,5230.75,5257.63,0.12,1,0.12,1,0.14,1.52,0.11,1.83,0.11,1.67
F67B,0.41,"2,111",0.41,"2,124",0.32,"1,577",0.31,"1,551",0.31,"1,664",2745.96,2781.79,2936.1,2895.42,3124.15,0.16,1.57,0.15,0.8,0.16,1,0.15,1.28,0.16,1.49
F68A,1.21,"6,314",,,,,,,,,1868.87,1455.88,,,,,,0.1,1.32,0.14,1.33,,,,
F68B,0.47,"2,465",,,,,,,,,1081.65,1056.5,,,,,,0.18,1.34,0.17,1.55,,,,
F68Z,,,1.03,"5,322",0.88,"4,309",0.85,"4,290",0.94,"5,018",,,1199.81,1321.22,1490.99,0.12,1.6,,,,,0.18,1.86,0.09,1.86
F69A,1.81,"9,408",1.62,"8,362",1.26,"6,152",1.29,"6,480",1.31,"6,976",6022.97,5980.95,4103.95,4080.76,2938.66,0.14,1,0.11,1,0.11,1,0.11,1,0.11,1
F69B,0.38,"1,997",0.37,"1,903",0.24,"1,149",0.23,"1,165",0.23,"1,237",1553.63,1548.44,1566.42,1544.08,2045.09,0.19,2,0.18,1.62,0.19,1.72,0.25,2,0.23,2
F72A,1.17,"6,077",1.22,"6,285",1.14,"5,563",1.13,"5,678",1.19,"6,347",5308.26,5083.48,4800.49,4792.97,5332.42,0.12,1,0.16,1,0.15,1,0.14,1,0.15,1
F72B,0.54,"2,831",0.56,"2,896",0.46,"2,268",0.46,"2,292",0.48,"2,563",1738.51,1875.58,2035.29,2219.97,2509.71,0.25,1,0.17,1,0.21,1,0.19,1,0.17,1
F73A,1.34,"6,956",1.42,"7,319",1.27,"6,226",1.29,"6,509",1.36,"7,254",6181.28,6100.08,6691.92,6827.43,6946.55,0.14,1,0.1,1,0.12,1,0.11,1,0.11,1
F73B,0.47,"2,437",0.49,"2,540",0.38,"1,834",0.37,"1,870",0.39,"2,079",3577.96,3848.19,3908.73,3820.6,4067.2,0.18,1.36,0.16,1.37,0.2,1.39,0.2,1.27,0.2,1.28
F73C,,,,,,,,,,,,,,,,0.26,0.93,,,,,,,,
F74A,0.66,"3,449",0.65,"3,367",0.54,"2,644",0.54,"2,696",0.55,"2,952",2844.86,2776.81,2839.26,2799.86,2701.13,0.21,1,0.17,1.23,0.19,1.61,0.17,1.78,0.17,2
F74B,0.31,"1,624",0.32,"1,635",0.18,863,0.17,833,0.17,899,1528.03,1503.81,1753.19,1695.93,1731.58,0.29,1.37,0.2,1.7,0.25,1.62,0.24,1.69,0.24,1.56
F75A,3.42,"17,796",3.58,"18,489",2.47,"12,048",2.42,"12,176",2.54,"13,560",11426.55,10605.13,12317.3,11203.65,7791.15,0.11,2,0.1,1.64,0.11,1.49,0.11,1.54,0.1,1.73
F75B,1.54,"8,003",1.60,"8,253",0.66,"3,205",0.63,"3,152",0.65,"3,472",5997.07,5779.16,5818.54,6020.05,2988.58,0.12,2,0.11,1.45,0.12,1.65,0.12,1.75,0.13,1.77
F75C,0.69,"3,588",0.70,"3,630",,,,,,,2695.03,2573.27,2677.49,2751.97,,0.19,1.71,0.12,1.85,0.15,2,0.14,2,0.15,1.96
F76A,1.39,"7,229",1.40,"7,261",1.19,"5,826",1.17,"5,896",1.27,"6,780",5444.23,5480.75,5394.53,5605.14,4891.7,0.14,1,0.12,1,0.14,1,0.12,1.54,0.13,1.97
F76B,0.49,"2,530",0.49,"2,530",0.39,"1,892",0.38,"1,935",0.40,"2,131",1727.37,1833.73,1921.21,1943.16,1987.24,0.19,1.97,0.17,1.84,0.19,1.93,0.2,2,0.18,2
F76C,,,,,,,,,,,,,,,,0.25,1.68,,,,,,,,
G01A,13.36,"69,440",13.00,"67,220",13.49,"65,907",13.03,"65,501",13.27,"70,772",32878.1,34237.92,35457.11,35876.85,35104.88,0.2,1,0.15,1,0.18,1,0.16,1,0.15,1
G01B,7.51,"39,032",7.18,"37,127",7.54,"36,847",7.41,"37,261",7.58,"40,415",23228.53,23691.52,24837.66,25202.41,23969.8,0.23,1,0.18,1,0.17,1,0.17,1,0.17,1
G01C,4.92,"25,584",4.88,"25,249",5.24,"25,595",5.27,"26,510",5.34,"28,476",15603.8,15978.19,16413.76,16491.42,16802.25,,,0.19,1,0.19,1,0.19,1,0.18,1
G02A,12.04,"62,570",11.71,"60,564",12.79,"62,502",12.21,"61,404",12.15,"64,825",31062.05,31126.75,33446.11,32547.08,32673.17,0.18,1.35,0.12,1,0.14,1.15,0.13,1.27,0.13,1.45
G02B,5.36,"27,890",5.40,"27,926",5.83,"28,480",5.66,"28,455",5.90,"31,470",17739.52,18049.52,19005.67,18790.93,19492.55,0.2,1,0.14,1.14,0.16,1.14,0.16,1.16,0.15,1.18
G02C,3.24,"16,856",3.16,"16,364",3.48,"16,988",3.44,"17,319",3.41,"18,185",10060.1,10317.03,10625.96,10237.14,11018.33,,,0.17,0.94,0.18,1,0.17,1,0.17,1
G03A,11.22,"58,340",11.30,"58,442",12.76,"62,319",12.57,"63,206",13.14,"70,116",30275.04,31352.09,32033.53,33483.65,34451.23,0.17,1,0.15,1,0.16,1,0.16,1,0.15,1
G03B,4.90,"25,452",4.76,"24,616",5.47,"26,728",5.13,"25,795",5.50,"29,337",15497.36,16413.15,16094.51,15888.69,16530.99,0.18,1.2,0.14,1.08,0.14,1.08,0.15,1.17,0.13,1.16
G03C,2.55,"13,256",2.45,"12,674",2.51,"12,244",2.48,"12,484",2.52,"13,445",7265.27,7407.82,7713.6,8115.71,8314.79,0.15,1.12,0.14,1.13,0.15,1.19,0.15,1.19,0.14,1.26
G04A,6.70,"34,826",6.77,"34,987",7.52,"36,753",7.54,"37,884",7.49,"39,947",19910.05,20747.58,20544.82,21219.57,23486.89,0.15,1,0.14,1,0.13,1,0.11,1.21,0.11,1.54
G04B,3.19,"16,605",3.12,"16,152",3.53,"17,238",3.48,"17,494",3.51,"18,726",10742.8,11063.87,11436.13,11376.39,11813.13,0.17,1.23,0.15,1.2,0.15,1.17,0.15,1.33,0.14,1.36
G04C,1.76,"9,164",1.78,"9,200",1.98,"9,661",1.96,"9,831",2.00,"10,690",6477.76,6567.91,6747.46,6798.76,7467.42,0.17,1.15,0.15,1.18,0.16,1.21,0.16,1.25,0.14,1.29
G05A,4.27,"22,180",4.88,"25,244",4.92,"24,031",5.30,"26,627",5.65,"30,149",10681.91,11396.7,12041.51,12408.13,13047.35,0.14,1,0.13,1,0.14,1,0.14,1,0.11,1.18
G05B,1.87,"9,704",2.08,"10,744",2.16,"10,544",2.19,"11,014",2.22,"11,853",6115.39,6195.94,6760.92,6929.44,7159.81,0.14,1,0.13,0.8,0.14,0.8,0.15,0.8,0.15,0.8
G05C,,,,,,,,,,,,,,,,0.12,0.8,,,,,,,,
G06Z,2.12,"11,020",2.15,"11,115",2.11,"10,325",2.36,"11,881",2.54,"13,537",,,,,,0.09,1,0.11,1,0.16,1,0.17,1,0.16,1
G07A,2.37,"12,305",2.43,"12,565",2.70,"13,189",2.72,"13,671",2.77,"14,763",6435.72,6632.5,6565.44,6723.77,7496.69,0.13,1.25,0.13,1.39,0.12,1.34,0.12,1.36,0.11,1.37
G07B,1.43,"7,437",1.46,"7,556",1.46,"7,111",1.47,"7,384",1.50,"8,016",4223.82,4250.9,4314.83,4451.77,4591.4,0.16,1.17,0.14,1.18,0.14,1.26,0.14,1.21,0.13,1.26
G10A,2.18,"11,337",2.28,"11,790",2.59,"12,632",2.62,"13,177",2.65,"14,122",4906.5,5125.59,5282.02,5409.66,5410.48,0.17,0.83,0.15,0.8,0.17,0.84,0.15,0.88,0.13,0.92
G10B,1.05,"5,471",1.09,"5,625",1.23,"5,985",1.24,"6,252",1.30,"6,957",3407.42,3504.52,3621.81,3689.42,3792.2,0.24,0.8,0.21,0.8,0.24,0.8,0.23,0.8,0.2,0.8
G11A,1.55,"8,071",1.94,"10,021",2.02,"9,850",2.11,"10,607",2.04,"10,897",3607.65,3688.62,4124.08,4356.26,4005.61,,,0.1,1.73,0.14,1.7,0.13,1.68,0.1,1.7
G11B,0.74,"3,862",0.76,"3,928",0.80,"3,898",0.80,"4,034",0.82,"4,377",1980.29,1997.1,2089.72,2101.94,2128.55,,,0.16,1,0.17,1.08,0.16,1.07,0.15,1.1
G11Z,,,,,,,,,,,,,,,,0.19,1.37,,,,,,,,
G12A,6.63,"34,447",7.10,"36,731",8.69,"42,455",8.28,"41,631",8.38,"44,696",17695.69,16278.86,21393.18,24036.34,27053.31,0.14,1.05,0.16,1,0.16,1,0.12,1,0.13,1
G12B,2.84,"14,780",2.99,"15,481",3.20,"15,632",3.14,"15,804",3.07,"16,402",7852.2,8545.76,10398.64,11179.59,11847.31,0.18,1.25,0.14,1.28,0.16,1.31,0.14,1.26,0.15,1.2
G12C,1.24,"6,469",1.36,"7,058",1.50,"7,352",1.44,"7,236",1.51,"8,039",4390.96,4365.95,6844.16,6613.69,4893.56,0.21,1.63,0.18,1.19,0.19,1.32,0.18,1.32,0.15,1.39
G46A,1.97,"10,262",2.29,"11,855",2.52,"12,332",2.58,"12,990",2.54,"13,529",3253.81,3487.46,4901.13,5029.92,5773.48,0.14,1,0.14,1.6,0.15,1.65,0.14,1.62,0.14,1.7
G46B,0.47,"2,431",0.50,"2,583",0.55,"2,676",0.56,"2,802",0.57,"3,052",1062.41,1122.57,1157.66,1199.74,1258.53,0.16,1.45,0.35,1.69,0.36,1.87,0.34,2,0.32,1.94
G46C,,,,,,,,,,,,,,,,0.38,1.52,,,,,,,,
G47A,2.23,"11,577",2.42,"12,509",2.49,"12,180",2.51,"12,634",2.56,"13,636",5287.19,5588.07,6790.49,7474.51,7357.28,0.11,1,0.13,1.75,0.14,1.73,0.12,1.63,0.12,1.59
G47B,0.74,"3,849",0.89,"4,578",0.84,"4,127",0.83,"4,153",0.86,"4,612",1553.91,1562.59,1793.67,1880.04,1899.29,0.16,1.18,0.18,1.16,0.19,1.28,0.19,1.38,0.18,1.42
G47C,0.35,"1,817",0.39,"2,006",0.40,"1,939",0.41,"2,068",0.42,"2,215",750.94,791.25,824.48,844.15,861.67,0.3,1.31,0.3,1.27,0.32,1.5,0.28,1.53,0.27,1.56
G48A,1.23,"6,419",1.49,"7,707",1.31,"6,378",1.26,"6,351",1.24,"6,641",1961.41,2061.44,2623.47,2631.45,1889.85,0.12,1,0.14,1.92,0.13,1.87,0.14,1.7,0.13,1.7
G48B,0.39,"2,027",0.42,"2,167",0.45,"2,217",0.48,"2,392",0.48,"2,565",964.14,1010.73,1030.62,1061.44,1107.04,0.15,1.68,0.36,1.93,0.41,2,0.39,2,0.35,2
G48C,,,,,,,,,,,,,,,,0.37,1.49,,,,,,,,
G60A,1.94,"10,086",2.06,"10,678",2.06,"10,080",2.11,"10,589",2.07,"11,043",6938.28,6764.19,7461.4,8031.83,7903.51,0.1,1,0.07,1,0.09,1,0.08,1,0.08,1
G60B,0.60,"3,141",0.69,"3,561",0.73,"3,570",0.69,"3,446",0.68,"3,630",2777.39,2605.23,3143.53,2675.8,3286.44,0.13,1.94,0.09,1,0.09,1,0.13,1,0.1,1
G61A,1.31,"6,831",1.31,"6,772",1.32,"6,458",1.30,"6,548",1.35,"7,225",4629.5,5288.5,5228.43,5596.63,5904.25,0.13,1,0.12,1,0.12,1,0.13,1.11,0.12,1.07
G61B,0.52,"2,722",0.51,"2,655",0.46,"2,226",0.45,"2,269",0.47,"2,510",2195.65,2148.21,2473.46,2460.03,2553.72,0.14,1.09,0.15,1.34,0.14,1.37,0.14,1.37,0.14,1.35
G64A,1.31,"6,828",1.40,"7,247",,,,,,,3081.74,2805.25,3624.21,3521.32,,0.09,1.76,0.1,1.94,0.09,1.71,0.11,1.73,0.09,1.73
G64B,0.41,"2,151",0.39,"2,006",,,,,,,566.63,530.47,549.51,575.82,,0.06,1,0.04,0.94,0.06,0.85,0.08,1,0.12,1
G64Z,,,,,0.47,"2,294",0.42,"2,117",0.35,"1,894",,,,,739.01,,,,,,,,,,
G65A,1.74,"9,066",1.80,"9,295",1.76,"8,618",1.82,"9,166",1.85,"9,878",6930.9,7093.07,7526.93,7429.21,7440.53,0.11,1,0.11,0.91,0.12,1,0.1,1.12,0.11,1.14
G65B,0.80,"4,172",0.81,"4,174",0.71,"3,457",0.71,"3,585",0.73,"3,892",3040.49,3028.58,3268.87,3415.42,3677.34,0.15,0.9,0.13,0.86,0.16,0.91,0.15,0.89,0.14,0.87
G66A,0.67,"3,466",0.69,"3,549",0.58,"2,810",0.57,"2,877",0.60,"3,217",3203.08,2836.1,3329.42,3420.85,4063.5,0.16,1.14,0.14,1.1,0.14,1.29,0.15,1.23,0.14,1.19
G66B,0.35,"1,822",0.36,"1,857",0.24,"1,182",0.23,"1,166",0.24,"1,290",1542.26,1371.66,1767.53,1767.22,1977.31,0.29,1.25,0.17,1.27,0.18,1.47,0.19,1.38,0.2,1.3
G67A,1.20,"6,248",1.19,"6,180",0.99,"4,814",1.02,"5,120",1.06,"5,672",5131.13,4919.48,5639.23,5555.16,5370.89,0.11,1.22,0.1,1,0.11,1.07,0.1,1.06,0.1,1.08
G67B,0.37,"1,946",0.38,"1,967",0.28,"1,355",0.26,"1,325",0.30,"1,591",2241.71,2081.92,2405.55,2391.39,2594.06,0.13,1.15,0.12,1.05,0.14,1.23,0.13,1.1,0.13,1.07
G70A,1.08,"5,606",1.63,"8,450",1.77,"8,662",1.74,"8,732",1.86,"9,937",3939.61,3934.47,6035.18,6384,6944.38,0.1,1.51,0.11,1.63,0.12,1.75,0.1,1.61,0.1,1.42
G70B,0.38,"1,994",0.73,"3,793",0.71,"3,467",0.69,"3,494",0.72,"3,818",1658.86,1679.97,3127.12,3097.85,3394.39,0.14,1.34,0.14,1.43,0.15,1.58,0.13,1.59,0.12,1.63
G70C,,,0.38,"1,960",0.32,"1,556",0.31,"1,542",0.33,"1,751",,,1948.41,1886.27,2308.81,0.23,1.2,,,,,0.17,1.53,0.15,1.5
H01A,12.75,"66,287",12.79,"66,149",15.08,"73,684",16.88,"84,878",15.56,"83,025",36549.03,38304.98,36393.07,38901.56,41538.03,0.17,1,0.17,1,0.14,1,0.16,1,0.17,1
H01B,5.83,"30,329",5.49,"28,384",7.56,"36,934",7.45,"37,465",7.81,"41,664",21875.2,22806.84,23007.99,22806.04,26625.53,0.2,1,0.16,1,0.18,1,0.18,1,0.17,1
H01C,2.12,"11,022",2.10,"10,839",3.13,"15,271",3.21,"16,124",3.09,"16,467",13329.98,14035.96,13224.26,11515.62,15173.44,,,0.18,1,0.19,1,0.23,1,0.21,1
H02A,6.56,"34,126",8.76,"45,288",10.24,"50,016",10.71,"53,832",10.37,"55,297",21291.04,20548.24,25077.13,28216.01,27452.81,0.16,1,0.12,1,0.15,1,0.15,0.93,0.12,1
H02B,2.74,"14,248",4.35,"22,480",5.52,"26,968",5.40,"27,140",5.59,"29,812",9033.74,9887.48,16258.15,16005.79,17978.06,0.14,1,0.16,1,0.18,1,0.2,1,0.16,1
H02C,,,2.04,"10,553",2.58,"12,595",2.70,"13,582",2.51,"13,368",,,6974.13,7210.97,9288.49,,,,,,,0.23,1,0.19,1
H05A,3.74,"19,450",5.01,"25,907",5.61,"27,397",5.78,"29,052",6.59,"35,147",8109.83,9084.56,12141.54,12789.02,11673.61,0.18,1,0.17,1,0.17,1,0.2,1,0.19,1
H05B,0.95,"4,923",2.06,"10,642",2.49,"12,173",2.45,"12,318",2.32,"12,388",3203.96,3340.18,6010.15,5685.88,6641.47,0.21,1,0.23,1,0.29,1,0.16,1,0.19,1
H05C,,,0.78,"4,040",0.92,"4,492",0.90,"4,518",0.92,"4,883",,,2956.69,2839.9,3003.81,,,,,,,0.35,1,0.31,1
H06A,7.00,"36,416",8.18,"42,286",8.65,"42,237",9.51,"47,825",8.28,"44,198",18941.06,20994.85,26575.75,22425.88,25136.6,0.17,1,0.13,1,0.16,1,0.1,1,0.16,1
H06B,2.34,"12,149",3.17,"16,375",3.26,"15,937",3.24,"16,275",3.47,"18,530",10930,10499.81,12506.3,10734.99,12006.39,0.21,1,0.13,1,0.24,1,0.18,1,0.2,1
H06C,1.21,"6,313",1.41,"7,285",1.65,"8,064",1.57,"7,898",1.64,"8,729",10745.31,10519.95,10737.08,10465.51,9812.3,,,0.31,1,0.46,1,0.63,1,0.38,1
H07A,7.34,"38,151",7.26,"37,557",7.28,"35,551",7.99,"40,188",7.62,"40,658",19476.13,18155.47,21795.22,26739.42,22154.84,0.18,1,0.18,1,0.13,1,0.14,1,0.12,1
H07B,4.06,"21,103",4.11,"21,262",4.08,"19,910",4.29,"21,545",4.05,"21,618",12926.24,11272.47,12382.12,15654.1,12743.26,0.15,1,0.1,1,0.15,1,0.14,1,0.17,1
H07C,2.75,"14,286",2.95,"15,247",2.78,"13,602",2.92,"14,656",2.94,"15,701",8301.68,8628.86,8844.49,10109.94,8628.71,,,0.12,1,0.16,1,0.14,1,0.16,1
H08A,2.99,"15,521",3.21,"16,601",3.51,"17,136",3.45,"17,367",3.49,"18,599",8442.5,8557.72,9479.59,9296.25,9007.31,0.19,1,0.17,1,0.17,1,0.17,1,0.15,1
H08B,1.59,"8,258",1.64,"8,497",1.80,"8,806",1.81,"9,117",1.88,"10,034",4833.58,4923.74,5054.26,5166.58,5291.28,0.23,1.22,0.21,1.16,0.2,1.23,0.19,1.25,0.18,1.24
H09Z,,,32.13,"166,134",34.32,"167,654",37.41,"188,058",36.62,"195,368",,,,,,,,,,,,0.06,1.56,0.08,1.51
H40A,4.53,"23,540",,,,,,,,,10512.38,15150.65,,,,0.12,1,0.09,1,0.14,1,,,,
H40B,2.44,"12,708",,,,,,,,,8186.9,4764.59,,,,0.11,1,0.08,1,0.13,1,,,,
H40C,1.42,"7,379",,,,,,,,,3048.82,3482.27,,,,,,0.09,1,0.13,1,,,,
H43A,4.04,"21,025",,,,,,,,,11892.06,11540.82,,,,0.2,1,0.16,1,0.18,1,,,,
H43B,1.89,"9,836",,,,,,,,,6336.49,6504.71,,,,0.23,1,0.19,1,0.23,1,,,,
H43C,1.04,"5,407",,,,,,,,,3660.56,3767.63,,,,0.43,1,0.28,1,0.31,1,,,,
H60A,3.23,"16,810",4.35,"22,494",5.63,"27,493",5.35,"26,894",5.75,"30,687",10209.25,9749.81,14687.59,14863.91,16068.26,0.11,1,0.09,1,0.1,1,0.1,1,0.1,1
H60B,1.07,"5,548",1.69,"8,726",2.23,"10,898",2.22,"11,178",2.22,"11,866",4150.63,4408.01,7292.87,6510.13,9288.57,0.11,1,0.11,1,0.1,1,0.11,1,0.1,1
H60C,0.46,"2,388",0.58,"3,022",0.64,"3,130",0.60,"3,034",0.63,"3,347",1209.58,1161.97,1628.5,1575.38,2611.06,0.26,1,0.15,1,0.19,1,0.15,1,0.15,1
H61A,2.15,"11,153",2.72,"14,056",2.87,"14,023",2.79,"14,044",2.82,"15,040",7809.71,8109.89,9675.2,9311.69,10074.4,0.11,1,0.07,1,0.08,1.37,0.13,1,0.12,1
H61B,0.76,"3,957",0.89,"4,607",0.98,"4,797",0.99,"4,952",0.96,"5,106",3264.61,3115.09,3781.8,3713.92,4014.29,0.12,1.28,0.14,1.24,0.13,1.34,0.19,1.37,0.18,1.41
H61C,,,,,,,,,,,,,,,,0.23,1.27,,,,,,,,
H62A,2.24,"11,664",2.38,"12,321",2.65,"12,930",2.68,"13,480",2.86,"15,240",7195.35,6970.11,8054.96,8400.13,8546.46,0.13,1.54,0.12,1,0.13,1.4,0.12,1.51,0.12,1.57
H62B,0.82,"4,270",0.83,"4,272",0.79,"3,870",0.81,"4,094",0.82,"4,367",2422.23,2425.1,2572.61,2608.7,2897.59,0.14,1.68,0.14,1.54,0.15,1.65,0.16,1.68,0.15,1.58
H63A,2.38,"12,380",2.65,"13,725",2.58,"12,594",2.58,"12,995",2.67,"14,247",6167.99,7296.16,8226,6479.07,7742.15,0.1,1,0.11,1.31,0.12,1.29,0.13,1.42,0.12,1.39
H63B,0.79,"4,109",0.88,"4,534",0.85,"4,145",0.83,"4,187",0.88,"4,685",1881.54,1928.87,2574.63,2553.2,2776.69,0.14,1.26,0.15,1.19,0.17,1.27,0.19,1.52,0.17,1.48
H63C,0.48,"2,475",0.46,"2,379",0.45,"2,190",0.44,"2,232",0.47,"2,488",1088.53,1087.14,1082.22,1204.42,1242.64,0.3,1.47,0.22,1.28,0.25,1.56,0.28,1.46,0.26,1.49
H64A,1.32,"6,884",2.59,"13,396",2.18,"10,649",2.17,"10,907",2.20,"11,761",4841.52,5192.92,8284.3,9045.96,7053.83,0.13,1.65,0.12,1.9,0.15,1.95,0.15,1.57,0.14,1.32
H64B,0.52,"2,682",1.10,"5,663",0.67,"3,278",0.67,"3,371",0.67,"3,578",1920.92,1768.01,4708.73,4087.45,3402.62,0.16,1.94,0.15,2,0.2,2,0.18,1.73,0.18,1.65
H64C,,,0.61,"3,175",,,,,,,,,2902.93,2969.47,,0.34,1,,,,,0.23,1.42,0.24,1.4
H65A,,,5.58,"28,844",5.35,"26,133",5.14,"25,858",5.66,"30,220",,,10667.46,9356.27,14281.91,,,,,,,0.13,1,0.08,1
H65B,,,2.38,"12,329",2.41,"11,795",2.40,"12,046",2.34,"12,482",,,8140,7567.88,6409.06,,,,,,,0.13,1,0.1,1
H65C,,,1.10,"5,694",1.46,"7,150",1.30,"6,540",1.26,"6,696",,,1911.22,3245.51,2248.82,,,,,,,0.14,1,0.11,1
I01A,9.20,"47,839",12.45,"64,384",13.42,"65,553",13.76,"69,191",12.81,"68,356",34587.91,33758.06,36939.85,37656.9,40700.8,0.27,1,0.23,1,0.25,1,0.27,1,0.29,1
I01B,6.03,"31,332",6.24,"32,257",6.55,"31,995",6.19,"31,117",6.02,"32,125",30293.23,29587.9,29953.17,29699.89,29722.64,0.27,1,0.23,1,0.25,1,0.27,1,0.29,1
I02A,17.00,"88,387",17.73,"91,708",19.71,"96,293",21.64,"108,790",19.81,"105,694",48696.01,45405.57,52082.13,47114.01,61440.98,0.17,1.13,0.15,1,0.2,1,0.15,1,0.13,1
